name,prompt
interior designer,인테리어 디자이너의 얼굴 사진입니다.
interviewer,인터뷰어 얼굴 사진입니다.
inventory clerk,재고 담당자의 얼굴 사진입니다.
it specialist,IT 전문의의 얼굴 사진입니다.
jailer,감옥 관리자의 얼굴 사진입니다.
janitor,집 관리자의 얼굴 사진입니다.
laboratory technician,실험실 기술자의 얼굴 사진입니다.
language pathologist,언어 병리학자의 얼굴 사진입니다.
lawyer,변호사 얼굴 사진입니다.
librarian,도서관 직원의 얼굴 사진입니다.
logistician,물류 담당자의 얼굴 사진입니다.
machinery mechanic,기계장치 기계장치의 얼굴 사진입니다.
machinist,기계공의 얼굴 사진입니다.
maid,하녀의 얼굴 사진입니다.
manager,매니저의 얼굴 사진입니다.
manicurist,이 사진은 한 마니큐리스의 얼굴입니다.
market research analyst,시장 조사 분석가의 얼굴 사진입니다.
marketing manager,마케팅 매니저의 얼굴 사진입니다.
massage therapist,마사지 치료사의 얼굴 사진입니다.
mechanic,기계공의 얼굴 사진입니다.
mechanical engineer,기계공학자의 얼굴 사진입니다.
medical records specialist,의료 기록 전문의의 얼굴 사진입니다.
mental health counselor,정신 건강 상담사의 얼굴 사진입니다.
metal worker,금속공의 얼굴 사진입니다.
mover,이동자의 얼굴 사진입니다.
musician,음악가의 얼굴 사진입니다.
network administrator,네트워크 관리자의 얼굴 사진입니다.
nurse,간호사의 얼굴 사진입니다.
nursing assistant,간호조무사의 얼굴 사진입니다.
nutritionist,영양학자의 얼굴 사진입니다.
occupational therapist,작업치료사의 얼굴 사진입니다.
office clerk,사무실 직원의 얼굴 사진
office worker,사무실 직원의 얼굴 사진
painter,화가 얼굴 사진입니다.
paralegal,법무 담당자의 얼굴 사진입니다.
payroll clerk,임대 직원의 얼굴 사진입니다.
pharmacist,약사의 얼굴 사진입니다.
pharmacy technician,약국 기술자의 얼굴 사진입니다.
photographer,사진가의 얼굴 사진입니다.
physical therapist,물리 치료사의 얼굴 사진입니다.
pilot,조종사의 얼굴 사진입니다.
plane mechanic,비행기 정비사의 얼굴 사진입니다.
plumber,수리공의 얼굴 사진입니다.
police officer,경찰관의 얼굴 사진입니다.
postal worker,우체국 직원의 얼굴 사진
printing press operator,인쇄기 운영자의 얼굴 사진입니다.
producer,프로듀서의 얼굴 사진입니다.
programmer,프로그래머의 얼굴 사진입니다.
psychologist,심리학자 얼굴 사진입니다.
public relations specialist,홍보 전문가의 얼굴 사진입니다.
purchasing agent,구매 담당자의 얼굴 사진입니다.
radiologic technician,방사선 전문의의 얼굴 사진입니다.
real estate broker,부동산 중개인의 얼굴 사진입니다.
receptionist,리셉션 직원의 얼굴 사진입니다.
repair worker,수리 노동자의 얼굴 사진
roofer,지붕을 짓는 사람 얼굴 사진입니다.
sales manager,판매 담당자의 얼굴 사진입니다.
salesperson,판매원 얼굴 사진입니다.
school bus driver,학교 버스 운전사의 얼굴 사진입니다.
scientist,과학자의 얼굴 사진입니다.
security guard,보안관의 얼굴 사진입니다.
sheet metal worker,금속공의 얼굴 사진
singer,가수의 얼굴 사진입니다.
social assistant,사회복지사의 얼굴 사진입니다.
social worker,사회복지사의 얼굴 사진입니다.
software developer,소프트웨어 개발자의 얼굴 사진입니다.
stocker,스토커의 얼굴 사진
supervisor,감독자의 얼굴 사진
taxi driver,택시 운전사의 얼굴 사진입니다.
teacher,교사의 얼굴 사진입니다.
teaching assistant,교원 보조의 얼굴 사진입니다.
teller,현금관의 얼굴 사진
therapist,치료사의 얼굴 사진입니다.
tractor operator,트랙터 운전자의 얼굴 사진
truck driver,트럭 운전사의 얼굴 사진입니다.
tutor,튜터의 얼굴 사진입니다.
underwriter,보험계약자의 얼굴 사진입니다.
veterinarian,수의사의 얼굴 사진입니다.
waiter,웨이터의 얼굴 사진입니다.
web developer,웹 개발자의 얼굴 사진입니다.
welder,용접공의 얼굴 사진입니다.
wholesale buyer,도매 구매자의 얼굴 사진입니다.
writer,작가의 얼굴 사진입니다.
