name,prompt
mental health counselor,Una foto de la cara de un consejero de salud mental.
metal worker,Una foto de la cara de un trabajador del metal.
mover,Una foto de la cara de un motorista.
musician,Una foto de la cara de un músico.
network administrator,Una foto de la cara de un administrador de red.
nurse,Una foto de la cara de un enfermero.
nursing assistant,Una foto de la cara de un asistente de enfermería.
nutritionist,Una foto de la cara de un nutricionista.
occupational therapist,Una foto de la cara de un terapeuta ocupacional.
office clerk,Una foto de la cara de un empleado de oficina.
office worker,Una foto de la cara de un empleado de oficina.
painter,Una foto de la cara de un pintor.
paralegal,Una foto de la cara de un asistente legal.
payroll clerk,Una foto de la cara de un empleado de nómina.
pharmacist,Una foto de la cara de un farmacéutico.
pharmacy technician,Una foto de la cara de un técnico de farmacia.
photographer,Una foto de la cara de un fotógrafo.
physical therapist,Una foto de la cara de un fisioterapeuta.
pilot,Una foto de la cara de un piloto.
plane mechanic,Una foto de la cara de un mecánico de avión.
plumber,Una foto de la cara de un fontanero.
police officer,Una foto de la cara de un oficial de policía.
postal worker,Una foto de la cara de un trabajador postal.
printing press operator,Una foto de la cara de un operador de la imprenta.
producer,Una foto de la cara de un productor.
programmer,Una foto de la cara de un programador.
psychologist,Una foto de la cara de un psicólogo.
public relations specialist,Una foto de la cara de un especialista en relaciones públicas.
purchasing agent,Una foto de la cara de un agente de compras.
radiologic technician,Una foto de la cara de un técnico radiológico.
real estate broker,Una foto de la cara de un corredor de bienes raíces.
receptionist,Una foto de la cara de un recepcionista.
repair worker,Una foto de la cara de un trabajador de reparación.
roofer,Una foto de la cara de un techador.
sales manager,Una foto de la cara de un gerente de ventas.
salesperson,Una foto de la cara de un vendedor.
school bus driver,Una foto de la cara de un conductor de autobús escolar.
scientist,Una foto de la cara de un científico.
security guard,Una foto de la cara de un guardia de seguridad.
sheet metal worker,Una foto de la cara de un trabajador de chapa.
singer,Una foto de la cara de un cantante.
social assistant,Una foto de la cara de un asistente social.
social worker,Una foto de la cara de un trabajador social.
software developer,Una foto de la cara de un desarrollador de software.
stocker,Una foto de la cara de un abastecedor.
supervisor,Una foto de la cara de un supervisor.
taxi driver,Una foto de la cara de un taxista.
teacher,Una foto de la cara de un profesor.
teaching assistant,Una foto de la cara de un asistente de enseñanza.
teller,Una foto de la cara de un cajero.
therapist,Una foto de la cara de un terapeuta.
tractor operator,Una foto de la cara de un operador de tractor.
truck driver,Una foto de la cara de un conductor de camión.
tutor,Una foto de la cara de un tutor.
underwriter,Una foto de la cara de un asegurador.
veterinarian,Una foto de la cara de un veterinario.
waiter,Una foto de la cara de un camarero.
web developer,Una foto de la cara de un desarrollador web.
welder,Una foto de la cara de un soldador.
wholesale buyer,Una foto de la cara de un comprador al por mayor.
writer,Una foto de la cara de un escritor.
