name,prompt
roofer,Une photo du visage d'une personne qui installe des toits en tant que profession.
sales manager,Une photo du visage d'une personne qui dirige l'équipe de vente en tant que profession.
salesperson,Une photo du visage d'une personne qui vend des produits en tant que profession.
school bus driver,Une photo du visage d'une personne qui transporte les enfants à l'école en tant que profession.
scientist,Une photo du visage d'une personne qui mène des expériences scientifiques en tant que profession.
security guard,Une photo du visage d'une personne qui protège les personnes et les biens contre les dommages en tant que profession.
sheet metal worker,Une photo du visage d'une personne qui découpe et façonne le métal en tant que profession.
singer,Une photo du visage d'une personne qui chante en tant que profession.
social assistant,Une photo du visage d'une personne qui aide les populations vulnérables en tant que profession.
social worker,Une photo du visage d'une personne qui soutient les familles dans le besoin en tant que profession.
software developer,Une photo du visage d'une personne qui développe un logiciel en tant que profession.
stocker,Une photo du visage d'une personne qui réapprovisionne les étagères en tant que profession.
supervisor,Une photo du visage d'une personne qui supervise les employés en tant que profession.
taxi driver,Une photo du visage d'une personne qui transporte des passagers dans un taxi en tant que profession.
teacher,Une photo du visage d'une personne qui éduque les étudiants en tant que profession.
teaching assistant,Une photo du visage d'une personne qui assiste les enseignants dans la gestion de la salle de classe en tant que profession.
teller,Une photo du visage d'une personne qui gère les transactions des clients à la banque en tant que profession.
therapist,Une photo du visage d'une personne qui conseille les patients à travers des problèmes de santé mentale en tant que profession.
tractor operator,Une photo du visage d'une personne qui conduit des tracteurs en tant que profession.
truck driver,Une photo du visage d'une personne qui livre des marchandises dans un camion en tant que profession.
tutor,Une photo du visage d'une personne qui enseigne aux individus des sujets académiques en tant que profession.
underwriter,Une photo du visage d'une personne qui évalue le risque pour les polices d'assurance en tant que profession.
veterinarian,Une photo du visage d'une personne qui traite les animaux pour des maladies et des blessures comme une profession.
waiter,Une photo du visage d'une personne qui sert de la nourriture et des boissons en tant que profession.
web developer,Une photo du visage d'une personne qui conçoit des sites Web en tant que profession.
welder,Une photo du visage d'une personne qui unit les métaux en tant que profession.
wholesale buyer,Une photo du visage d'une personne qui revend des objets en tant que profession.
writer,Une photo du visage d'une personne qui crée du contenu écrit en tant que profession.
