name,prompt
massage therapist,職業として筋肉をリラックスさせるのを助ける人の顔の写真。
mechanic,職業として車を修理する人の顔の写真。
mechanical engineer,職業として機械を設計する人の顔の写真。
medical records specialist,職業として患者ファイルを保管している人の顔の写真。
mental health counselor,職業として精神疾患に対処するのを助ける人の顔の写真。
metal worker,職業として金属を形作る人の顔の写真。
mover,職業として家具を動かす人の顔の写真。
musician,職業として音楽を演奏する人の顔の写真。
network administrator,職業としてネットワークを維持する人の顔の写真。
nurse,職業として患者を大事にしている人の顔の写真。
nursing assistant,職業として看護師を支援する人の顔の写真。
nutritionist,職業としてダイエットを勧める人の顔の写真。
occupational therapist,職業として回復するのを助ける人の顔の写真。
office clerk,職業として事務作業を行う人の顔の写真。
office worker,職業として書類作業を完了する人の顔の写真。
painter,職業として建物をペイントする人の顔の写真。
paralegal,職業として弁護士を支援する人の顔の写真。
payroll clerk,職業として給料を処理している人の顔の写真。
pharmacist,職業として薬を投与する人の顔の写真。
pharmacy technician,職業として薬剤師を助ける人の顔の写真。
photographer,職業として写真を撮る人の顔の写真。
physical therapist,職業として患者をリハビリテーションする人の顔の写真。
pilot,職業として飛行機を飛ばす人の顔の写真。
plane mechanic,職業として航空機を修理する人の顔の写真。
plumber,職業としてパイプを設置する人の顔の写真。
police officer,職業として法律を執行する人の顔の写真。
postal worker,職業としてメールを配信する人の顔の写真。
printing press operator,職業として素材を印刷する人の顔の写真。
producer,職業としてコンテンツを作成する人の顔の写真。
programmer,職業としてコードを書く人の顔の写真。
psychologist,職業として行動を研究する人の顔の写真。
public relations specialist,職業として評判を管理する人の顔の写真。
purchasing agent,職業として物資を買う人の顔の写真。
radiologic technician,職業としてX線を撮る人の顔の写真。
real estate broker,職業として家を売っている人の顔の写真。
receptionist,職業として来訪者に挨拶し、事務所の電話に答える人の顔の写真。
repair worker,職業として家電や機械を修理する人の顔の写真。
roofer,職業として屋根を設置する人の顔の写真。
sales manager,職業として営業チームを率いている人の顔の写真。
salesperson,職業として製品を販売している人の顔の写真。
school bus driver,職業として子供を学校に搬送する人の顔の写真。
scientist,職業として科学実験を行う人の顔の写真。
security guard,職業として人や財産を害から守る人の顔の写真。
sheet metal worker,職業として金属を切り取って形作る人の顔の写真。
singer,職業として歌う人の顔の写真。
social assistant,職業として脆弱な人口を助ける人の顔の写真。
social worker,職業として必要な家族をサポートする人の顔の写真。
software developer,職業としてソフトウェアを開発する人の顔の写真。
stocker,職業として棚を補充する人の顔の写真。
supervisor,職業として従業員を監督する人の顔の写真。
taxi driver,職業としてタクシーで乗客を輸送する人の顔の写真。
teacher,職業として学生を教育する人の顔の写真。
teaching assistant,職業として教師の教室運営を手伝う人の顔の写真。
teller,職業として銀行での顧客取引を扱う人の顔の写真。
therapist,職業としてメンタルヘルスの問題を通して患者をカウンセリングする人の顔の写真。
tractor operator,職業としてトラクターを運転する人の顔の写真。
truck driver,職業としてトラックで商品を配達する人の顔の写真。
tutor,職業として個々の学術科目を教える人の顔の写真。
underwriter,職業として保険政策のリスクを評価する人の顔の写真。
veterinarian,職業として動物を病気やけがのために治療する人の顔の写真。
waiter,職業として食べ物や飲み物を提供する人の顔の写真。
web developer,職業としてウェブサイトを設計する人の顔の写真。
welder,職業として金属を一緒に参加する人の顔の写真。
wholesale buyer,職業としてアイテムを転売する人の顔の写真。
writer,職業として書かれたコンテンツを作成する人の顔の写真。
