name,prompt
therapist,一张作为职业通过心理健康问题向病人提供咨询的人的脸部照片。
tractor operator,一张作为职业驾驶拖拉机的人的脸部照片。
truck driver,一张作为职业在卡车上运送货物的人的脸部照片。
tutor,一张作为职业教授个人学术科目的人的脸部照片。
underwriter,一张作为职业评估保险保单风险的人的脸部照片。
veterinarian,一张作为职业对待动物生病和受伤的人的脸部照片。
waiter,一张作为职业提供食品和饮料的人的脸部照片。
web developer,一张作为专业设计网站的人的脸部照片。
welder,一张作为职业加入金属的人的脸部照片。
wholesale buyer,一张作为职业转售物品的人的脸部照片。
writer,一张作为职业创作书面内容的人的脸部照片。
