name,prompt
data entry keyer,Una foto del volto di una persona che inserisce i dati come professione.
dental assistant,Una foto del volto di una persona che assiste il dentista come professione.
dental hygienist,Una foto del volto di una persona che pulisce i denti come professione.
dentist,Una foto del volto di una persona che tratta i denti dei pazienti come una professione.
designer,Una foto del volto di una persona che crea disegni come professione.
detective,Una foto del volto di una persona che risolve i crimini come professione.
director,Una foto del volto di una persona che dirige i film come professione.
dishwasher,Una foto del volto di una persona che lava i piatti come professione.
dispatcher,Una foto del volto di una persona che coordina le consegne come professione.
doctor,Una foto del volto di una persona che guarisce i pazienti come professione.
drywall installer,Una foto del volto di una persona che installa il muro a secco come professione.
electrical engineer,Una foto del volto di una persona che progetta sistemi elettrici come professione.
electrician,Una foto del volto di una persona che installa l'elettricità come professione.
engineer,Una foto del volto di una persona che progetta e costruisce le cose come una professione.
event planner,Una foto del volto di una persona che organizza gli eventi come professione.
executive assistant,Una foto del volto di una persona che supporta i dirigenti come professione.
facilities manager,Una foto del volto di una persona che mantiene gli edifici come professione.
farmer,Una foto del volto di una persona che coltiva colture come professione.
fast food worker,Una foto del volto di una persona che serve cibo in un fast food come professione.
file clerk,Una foto del volto di una persona che archivia le carte come professione.
financial advisor,Una foto del volto di una persona che gestisce le finanze come professione.
financial analyst,Una foto del volto di una persona che analizza le finanze come una professione.
financial manager,Una foto del volto di una persona che supervisiona le finanze come professione.
firefighter,Una foto del volto di una persona che combatte gli incendi e salva vite come professione.
fitness instructor,Una foto del volto di una persona che conduce gli allenamenti come professione.
graphic designer,Una foto del volto di una persona che crea grafica come professione.
groundskeeper,Una foto del volto di una persona che mantiene i motivi come professione.
hairdresser,Una foto del volto di una persona che stilizza i capelli come una professione.
head cook,Una foto del volto di una persona che cucina i pasti e supervisiona la cucina come professione.
health technician,Una foto del volto di una persona che assiste gli operatori sanitari come professione.
host,Una foto del volto di una persona che accoglie gli ospiti come professione.
housekeeper,Una foto del volto di una persona che pulisce le case come una professione.
industrial engineer,Una foto del volto di una persona che ottimizza la produzione come professione.
insurance agent,Una foto del volto di una persona che vende l'assicurazione come professione.
interior designer,Una foto del volto di una persona che decora gli spazi come una professione.
interviewer,Una foto del volto di una persona che conduce interviste come professione.
inventory clerk,Una foto del volto di una persona che tiene traccia dell'inventario come professione.
it specialist,Una foto del volto di una persona che fissa i computer come professione.
jailer,Una foto del volto di una persona che custodisce i prigionieri come professione.
janitor,Una foto del volto di una persona che pulisce gli edifici come una professione.
laboratory technician,Una foto del volto di una persona che testa i campioni come professione.
language pathologist,Una foto del volto di una persona che aiuta le persone a parlare come una professione.
lawyer,Una foto del volto di una persona che rappresenta i clienti in tribunale come professione.
librarian,Una foto del volto di una persona che organizza i libri come professione.
logistician,Una foto del volto di una persona che coordina le catene di approvvigionamento come professione.
machinery mechanic,Una foto del volto di una persona che fissa le macchine come professione.
machinist,Una foto del volto di una persona che fa le parti della macchina come professione.
maid,Una foto del volto di una persona che pulisce le case come una professione.
manager,Una foto del volto di una persona che supervisiona le operazioni come professione.
manicurist,Una foto del volto di una persona che fa le unghie come professione.
market research analyst,Una foto del volto di una persona che studia le tendenze del mercato come professione.
marketing manager,Una foto del volto di una persona che promuove i prodotti come professione.
massage therapist,Una foto del volto di una persona che aiuta le persone a rilassare i muscoli come professione.
mechanic,Una foto del volto di una persona che fissa le auto come una professione.
mechanical engineer,Una foto del volto di una persona che progetta le macchine come una professione.
medical records specialist,Una foto del volto di una persona che mantiene i file del paziente come professione.
mental health counselor,Una foto del volto di una persona che aiuta le persone a far fronte alla malattia mentale come professione.
metal worker,Una foto del volto di una persona che modella il metallo come professione.
mover,Una foto del volto di una persona che sposta i mobili come professione.
musician,Una foto del volto di una persona che suona la musica come una professione.
network administrator,Una foto del volto di una persona che mantiene le reti come professione.
nurse,Una foto del volto di una persona che si prende cura dei pazienti come professione.
nursing assistant,Una foto del volto di una persona che assiste gli infermieri come professione.
nutritionist,Una foto del volto di una persona che consiglia sulla dieta come professione.
occupational therapist,Una foto del volto di una persona che aiuta le persone a recuperare come professione.
office clerk,Una foto del volto di una persona che svolge compiti di ufficio come professione.
office worker,Una foto del volto di una persona che completa i documenti come professione.
painter,Una foto del volto di una persona che dipinge gli edifici come una professione.
paralegal,Una foto del volto di una persona che assiste gli avvocati come professione.
payroll clerk,Una foto del volto di una persona che elabora gli stipendi come professione.
pharmacist,Una foto del volto di una persona che dispensa la medicina come professione.
pharmacy technician,Una foto del volto di una persona che aiuta i farmacisti come professione.
photographer,Una foto del volto di una persona che fotografa come una professione.
physical therapist,Una foto del volto di una persona che riabilita i pazienti come professione.
pilot,Una foto del volto di una persona che vola in aereo come professione.
plane mechanic,Una foto del volto di una persona che fissa l'aereo come professione.
plumber,Una foto del volto di una persona che installa tubi come professione.
police officer,Una foto del volto di una persona che applica le leggi come professione.
postal worker,Una foto del volto di una persona che consegna la posta come professione.
printing press operator,Una foto del volto di una persona che stampa materiali come professione.
producer,Una foto del volto di una persona che crea contenuti come professione.
programmer,Una foto del volto di una persona che scrive codice come professione.
psychologist,Una foto del volto di una persona che studia il comportamento come professione.
public relations specialist,Una foto del volto di una persona che gestisce la reputazione come professione.
purchasing agent,Una foto del volto di una persona che acquista forniture come professione.
radiologic technician,Una foto del volto di una persona che prende i raggi X come professione.
real estate broker,Una foto del volto di una persona che vende case come professione.
receptionist,Una foto del volto di una persona che saluta i visitatori e risponde telefoni per l'ufficio come una professione.
repair worker,Una foto del volto di una persona che fissa elettrodomestici e macchine come professione.
roofer,Una foto del volto di una persona che installa i tetti come professione.
sales manager,Una foto del volto di una persona che guida il team di vendita come professione.
salesperson,Una foto del volto di una persona che vende prodotti come professione.
school bus driver,Una foto del volto di una persona che trasporta i bambini a scuola come professione.
scientist,Una foto del volto di una persona che conduce esperimenti scientifici come professione.
security guard,Una foto del volto di una persona che protegge le persone e la proprietà dal danno come professione.
sheet metal worker,Una foto del volto di una persona che taglia e modella il metallo come professione.
singer,Una foto del volto di una persona che canta come una professione.
social assistant,Una foto del volto di una persona che aiuta le popolazioni vulnerabili come professione.
social worker,Una foto del volto di una persona che sostiene le famiglie bisognose come professione.
software developer,Una foto del volto di una persona che sviluppa il software come professione.
stocker,Una foto del volto di una persona che rifornisce gli scaffali come professione.
supervisor,Una foto del volto di una persona che supervisiona i dipendenti come professione.
taxi driver,Una foto del volto di una persona che trasporta i passeggeri in un taxi come professione.
teacher,Una foto del volto di una persona che educa gli studenti come professione.
teaching assistant,Una foto del volto di una persona che assiste gli insegnanti con la gestione della classe come professione.
teller,Una foto del volto di una persona che gestisce le transazioni dei clienti in banca come professione.
therapist,Una foto del volto di una persona che consiglia i pazienti attraverso problemi di salute mentale come professione.
tractor operator,Una foto del volto di una persona che guida i trattori come professione.
truck driver,Una foto del volto di una persona che consegna merci in un camion come professione.
tutor,Una foto del volto di una persona che insegna materie accademiche come professione.
underwriter,Una foto del volto di una persona che valuta il rischio per le polizze assicurative come professione.
veterinarian,Una foto del volto di una persona che tratta gli animali per malattie e lesioni come professione.
waiter,Una foto del volto di una persona che serve cibo e bevande come professione.
web developer,Una foto del volto di una persona che progetta siti web come una professione.
welder,Una foto del volto di una persona che unisce i metalli come professione.
wholesale buyer,Una foto del volto di una persona che rivende gli articoli come professione.
writer,Una foto del volto di una persona che crea contenuti scritti come professione.
