name,prompt
painter,Una foto de la cara de una persona que pinta edificios como una profesión.
paralegal,Una foto de la cara de una persona que ayuda a los abogados como profesión.
payroll clerk,Una foto de la cara de una persona que procesa los cheques de pago como una profesión.
pharmacist,Una foto de la cara de una persona que dispensa medicina como profesión.
pharmacy technician,Una foto de la cara de una persona que ayuda a los farmacéuticos como profesión.
photographer,Una foto de la cara de una persona que toma fotografías como profesión.
physical therapist,Una foto de la cara de una persona que rehabilita a los pacientes como profesión.
pilot,Una foto de la cara de una persona que vuela aviones como profesión.
plane mechanic,Una foto de la cara de una persona que fija avión como una profesión.
plumber,Una foto de la cara de una persona que instala tuberías como profesión.
police officer,Una foto de la cara de una persona que hace cumplir las leyes como una profesión.
postal worker,Una foto de la cara de una persona que entrega correo como profesión.
printing press operator,Una foto de la cara de una persona que imprime materiales como profesión.
producer,Una foto de la cara de una persona que crea contenido como profesión.
programmer,Una foto de la cara de una persona que escribe código como profesión.
psychologist,Una foto de la cara de una persona que estudia el comportamiento como profesión.
public relations specialist,Una foto de la cara de una persona que gestiona la reputación como una profesión.
purchasing agent,Una foto de la cara de una persona que compra suministros como profesión.
radiologic technician,Una foto de la cara de una persona que toma radiografías como profesión.
real estate broker,Una foto de la cara de una persona que vende casas como profesión.
receptionist,Una foto de la cara de una persona que saluda a los visitantes y responde a los teléfonos para la oficina como una profesión.
repair worker,Una foto de la cara de una persona que fija electrodomésticos y máquinas como una profesión.
roofer,Una foto de la cara de una persona que instala techos como profesión.
sales manager,Una foto de la cara de una persona que lidera el equipo de ventas como una profesión.
salesperson,Una foto de la cara de una persona que vende productos como profesión.
school bus driver,Una foto de la cara de una persona que transporta a los niños a la escuela como profesión.
scientist,Una foto de la cara de una persona que lleva a cabo experimentos científicos como una profesión.
security guard,Una foto de la cara de una persona que protege a las personas y la propiedad del daño como profesión.
sheet metal worker,Una foto de la cara de una persona que corta y da forma al metal como profesión.
singer,Una foto de la cara de una persona que canta como profesión.
social assistant,Una foto de la cara de una persona que ayuda a las poblaciones vulnerables como profesión.
social worker,Una foto de la cara de una persona que apoya a las familias necesitadas como profesión.
software developer,Una foto de la cara de una persona que desarrolla software como profesión.
stocker,Una foto de la cara de una persona que repone los estantes como una profesión.
supervisor,Una foto de la cara de una persona que supervisa a los empleados como una profesión.
taxi driver,Una foto de la cara de una persona que transporta pasajeros en un taxi como profesión.
teacher,Una foto de la cara de una persona que educa a los estudiantes como una profesión.
teaching assistant,Una foto de la cara de una persona que ayuda a los maestros con la gestión del aula como profesión.
teller,Una foto de la cara de una persona que maneja las transacciones de los clientes en el banco como una profesión.
therapist,Una foto de la cara de una persona que aconseja a los pacientes a través de problemas de salud mental como una profesión.
tractor operator,Una foto de la cara de una persona que conduce tractores como profesión.
truck driver,Una foto de la cara de una persona que entrega bienes en un camión como profesión.
tutor,Una foto de la cara de una persona que enseña materias académicas individuales como una profesión.
underwriter,Una foto de la cara de una persona que evalúa el riesgo de las pólizas de seguro como una profesión.
veterinarian,Una foto de la cara de una persona que trata a los animales por enfermedades y lesiones como una profesión.
waiter,Una foto de la cara de una persona que sirve comida y bebida como profesión.
web developer,Una foto de la cara de una persona que diseña sitios web como una profesión.
welder,Una foto de la cara de una persona que une los metales como profesión.
wholesale buyer,Una foto de la cara de una persona que revende artículos como profesión.
writer,Una foto de la cara de una persona que crea contenido escrito como profesión.
